user_id,item_id,confidence
4268,deichkind,1
4268,gentleman,1
4268,jay-z,1
4268,kanye west,1
4268,rihanna,1
4268,timbaland,1
4318,arctic monkeys,1
4318,babyshambles,1
4318,franz ferdinand,1
4318,kaiser chiefs,1
4318,kate nash,1
4318,the doors,1
4318,the kooks,1
4318,the libertines,1
4318,the ting tings,1
4318,the wombats,1
4325,a perfect circle,1
4325,all that remains,1
4325,as i lay dying,1
4325,caliban,1
4325,death cab for cutie,1
4325,deftones,1
4325,dido,1
4325,dredg,1
4325,editors,1
4325,godsmack,1
4325,heaven shall burn,1
4325,in flames,1
4325,killswitch engage,1
4325,mogwai,1
4325,nine inch nails,1
4325,opeth,1
4325,placebo,1
4325,porcupine tree,1
4325,soilwork,1
4325,staind,1
4325,trivium,1
4339,evanescence,1
4339,him,1
4339,joy division,1
4339,lacuna coil,1
4339,marilyn manson,1
4339,metallica,1
4339,nightwish,1
4339,schandmaul,1
4339,the cure,1
4370,queens of the stone age,1
4370,rise against,1
4374,amon amarth,1
4374,arch enemy,1
4374,children of bodom,1
4374,coldplay,1
4374,dimmu borgir,1
4374,ensiferum,1
4374,genesis,1
4374,in flames,1
4374,nightwish,1
4374,pink floyd,1
4374,rammstein,1
4374,red hot chili peppers,1
4374,subway to sally,1
4374,tenacious d,1
4402,black sabbath,1
4402,blind guardian,1
4402,pink floyd,1
4402,volbeat,1
4411,boards of canada,1
4411,jay-z,1
4411,the streets,1
4418,apocalyptica,1
4418,dimmu borgir,1
4418,disturbed,1
4418,evanescence,1
4418,finntroll,1
4418,him,1
4418,in extremo,1
4418,marilyn manson,1
4418,oomph!,1
4418,rammstein,1
4418,subway to sally,1
4427,death cab for cutie,1
4442,leona lewis,1
4442,madonna,1
4455,amon amarth,1
4455,arch enemy,1
4455,children of bodom,1
4455,dark tranquillity,1
4455,die apokalyptischen reiter,1
4455,eluveitie,1
4455,ensiferum,1
4455,equilibrium,1
4455,in extremo,1
4455,in flames,1
4455,iron maiden,1
4455,kreator,1
4455,porcupine tree,1
4455,slayer,1
4455,subway to sally,1
4455,volbeat,1
4495,alexisonfire,1
4495,coldplay,1
4495,david guetta,1
4495,editors,1
4495,feist,1
4495,jose gonzalez,1
4495,kings of leon,1
4495,michael jackson,1
4495,paramore,1
4495,red hot chili peppers,1
4495,three days grace,1
4495,trivium,1
4514,abba,1
4514,amy macdonald,1
4514,avril lavigne,1
4514,billy talent,1
4514,bullet for my valentine,1
4514,clueso,1
4514,die toten hosen,1
4514,green day,1
4514,kelly clarkson,1
4514,linkin park,1
4514,mika,1
4514,nightwish,1
4514,pink,1
4514,rise against,1
4514,simple plan,1
4514,the killers,1
4514,the offspring,1
4527,breaking benjamin,1
4527,die toten hosen,1
4527,limp bizkit,1
4527,linkin park,1
4527,peter fox,1
4527,rammstein,1
4527,rise against,1
4527,sum 41,1
4527,the prodigy,1
4530,depeche mode,1
4530,die toten hosen,1
4530,evanescence,1
4530,faithless,1
4530,farin urlaub,1
4530,franz ferdinand,1
4530,genesis,1
4530,moby,1
4530,queen,1
4530,r.e.m.,1
4530,scooter,1
4530,the beatles,1
4530,the notwist,1
4530,the postal service,1
4530,travis,1
4530,u2,1
4554,amon amarth,1
4554,die apokalyptischen reiter,1
4554,the doors,1
4554,tool,1
4557,breaking benjamin,1
4557,flyleaf,1
4557,green day,1
4557,kelly clarkson,1
4557,nelly furtado,1
4557,nightwish,1
4557,the ting tings,1
4599,air,1
4599,atb,1
4599,coldplay,1
4599,faithless,1
4599,james morrison,1
4599,katie melua,1
4599,moby,1
4599,nelly furtado,1
4599,the killers,1
4599,u2,1
4606,avril lavigne,1
4606,beyonce,1
4606,britney spears,1
4606,cascada,1
4606,christina aguilera,1
4606,evanescence,1
4606,justin timberlake,1
4606,katy perry,1
4606,kelly clarkson,1
4606,lady gaga,1
4606,leona lewis,1
4606,mika,1
4606,my chemical romance,1
4606,nelly furtado,1
4606,pink,1
4606,rihanna,1
4606,the pussycat dolls,1
4606,timbaland,1
4612,die toten hosen,1
4612,jimi hendrix,1
4612,led zeppelin,1
4612,nirvana,1
4612,pink floyd,1
4612,porcupine tree,1
4612,red hot chili peppers,1
4612,the beatles,1
4612,the doors,1
4612,the kooks,1
4618,air,1
4618,bad religion,1
4618,beastie boys,1
4618,depeche mode,1
4618,die toten hosen,1
4618,dream theater,1
4618,dredg,1
4618,genesis,1
4618,iron maiden,1
4618,judas priest,1
4618,massive attack,1
4618,metallica,1
4618,red hot chili peppers,1
4618,the cure,1
4618,the offspring,1
4618,u2,1
4625,coldplay,1
4625,deichkind,1
4625,jose gonzalez,1
4625,katie melua,1
4625,lady gaga,1
4625,underoath,1
4632,amy winehouse,1
4632,daft punk,1
4632,the chemical brothers,1
4632,thievery corporation,1
4658,as i lay dying,1
4658,beck,1
4658,bloc party,1
4658,bring me the horizon,1
4658,cat power,1
4658,coldplay,1
4658,crystal castles,1
4658,damien rice,1
4658,editors,1
4658,jimi hendrix,1
4658,jose gonzalez,1
4658,justice,1
4658,kate nash,1
4658,kings of convenience,1
4658,marilyn manson,1
4658,modest mouse,1
4658,nouvelle vague,1
4658,radiohead,1
4658,stars,1
4658,sufjan stevens,1
4658,the cure,1
4658,the shins,1
4658,the smiths,1
4694,apocalyptica,1
4694,arch enemy,1
4694,as i lay dying,1
4694,chimaira,1
4694,dark tranquillity,1
4694,disturbed,1
4694,farin urlaub,1
4694,placebo,1
4694,soilwork,1
4694,tenacious d,1
4709,blink-182,1
4709,cypress hill,1
4709,eminem,1
4709,frank sinatra,1
4730,parkway drive,1
4789,ac/dc,1
4789,afi,1
4789,coldplay,1
4789,david guetta,1
4789,jack johnson,1
4789,mgmt,1
4789,moby,1
4789,nickelback,1
4789,peter fox,1
4789,red hot chili peppers,1
4796,bob marley,1
4796,cypress hill,1
4796,flogging molly,1
4796,rage against the machine,1
4796,rise against,1
4796,system of a down,1
4796,tenacious d,1
4797,ac/dc,1
4797,air,1
4797,beck,1
4797,deichkind,1
4797,depeche mode,1
4797,goldfrapp,1
4797,portishead,1
4797,the chemical brothers,1
4797,the prodigy,1
4802,alanis morissette,1
4802,cascada,1
4802,cypress hill,1
4802,die apokalyptischen reiter,1
4802,die toten hosen,1
4802,elvis presley,1
4802,jack johnson,1
4802,james blunt,1
4802,panic at the disco,1
4836,a perfect circle,1
4836,air,1
4836,audioslave,1
4836,black eyed peas,1
4836,bob marley & the wailers,1
4836,bullet for my valentine,1
4836,deichkind,1
4836,disturbed,1
4836,foo fighters,1
4836,godsmack,1
4836,hatebreed,1
4836,in flames,1
4836,justice,1
4836,killswitch engage,1
4836,kings of leon,1
4836,limp bizkit,1
4836,linkin park,1
4836,machine head,1
4836,marilyn manson,1
4836,metallica,1
4836,nickelback,1
4836,pearl jam,1
4836,seether,1
4836,slipknot,1
4836,staind,1
4836,stone sour,1
4836,tenacious d,1
4836,the prodigy,1
4836,the white stripes,1
4836,tool,1
4838,a perfect circle,1
4838,fall out boy,1
4838,nine inch nails,1
4838,paramore,1
4838,placebo,1
4838,porcupine tree,1
4838,regina spektor,1
4838,tool,1
4838,tori amos,1
4846,as i lay dying,1
4846,heaven shall burn,1
4862,beatsteaks,1
4862,billy talent,1
4862,cascada,1
4862,david guetta,1
4862,deichkind,1
4862,jason mraz,1
4862,linkin park,1
4862,mgmt,1
4862,nelly furtado,1
4862,peter fox,1
4862,rihanna,1
4862,sum 41,1
4862,the fratellis,1
4862,the kooks,1
4862,the prodigy,1
4862,three days grace,1
4862,timbaland,1
4884,air,1
4884,alanis morissette,1
4884,beck,1
4884,blur,1
4884,coldplay,1
4884,foo fighters,1
4884,nirvana,1
4884,oasis,1
4884,pearl jam,1
4884,queens of the stone age,1
4884,radiohead,1
4884,red hot chili peppers,1
4884,the beatles,1
4884,the doors,1
4884,the rolling stones,1
4884,the smashing pumpkins,1
4884,the smiths,1
4926,ac/dc,1
4926,bob marley,1
4926,bob marley & the wailers,1
4926,die toten hosen,1
4926,dropkick murphys,1
4926,eminem,1
4926,gorillaz,1
4926,incubus,1
4926,jay-z,1
4926,kanye west,1
4926,limp bizkit,1
4926,linkin park,1
4926,metallica,1
4926,nickelback,1
4926,peter fox,1
4926,rammstein,1
4926,razorlight,1
4926,red hot chili peppers,1
4926,scooter,1
4926,seeed,1
4926,the prodigy,1
4926,the streets,1
4926,the ting tings,1
4926,timbaland,1
4926,volbeat,1
4930,blind guardian,1
4930,children of bodom,1
4930,equilibrium,1
4930,finntroll,1
4930,hammerfall,1
4963,blind guardian,1
4963,bob marley,1
4963,die apokalyptischen reiter,1
4963,ensiferum,1
4963,in extremo,1
4963,korpiklaani,1
4963,metallica,1
4963,nickelback,1
4963,papa roach,1
4963,pink floyd,1
4963,slayer,1
4963,soilwork,1
4963,stone sour,1
4963,subway to sally,1
4963,the cure,1
4974,aerosmith,1
4974,beyonce,1
4974,billy talent,1
4974,hans zimmer,1
4974,james blunt,1
4974,justin timberlake,1
4974,kanye west,1
4974,lenny kravitz,1
4974,leona lewis,1
4974,linkin park,1
4974,rihanna,1
4974,scooter,1
4974,simple plan,1
4974,the killers,1
4974,timbaland,1
4977,air,1
4977,alexisonfire,1
4977,avril lavigne,1
4977,billy talent,1
4977,blink-182,1
4977,evanescence,1
4977,fall out boy,1
4977,funeral for a friend,1
4977,green day,1
4977,incubus,1
4977,jimmy eat world,1
4977,linkin park,1
4977,marilyn manson,1
4977,my chemical romance,1
4977,panic at the disco,1
4977,papa roach,1
4977,peter fox,1
4977,pink,1
4977,queens of the stone age,1
4977,rise against,1
4977,simple plan,1
4977,slipknot,1
4977,sonic syndicate,1
4977,the killers,1
4977,the prodigy,1
4977,the ting tings,1
4977,three days grace,1
4997,clueso,1
4997,goldfrapp,1
4997,kings of leon,1
4997,tegan and sara,1
5018,britney spears,1
5018,christina aguilera,1
5018,daft punk,1
5018,david guetta,1
5018,deichkind,1
5018,die toten hosen,1
5018,digitalism,1
5018,faithless,1
5018,guns n roses,1
5018,kanye west,1
5018,katy perry,1
5018,kelly clarkson,1
5018,lenny kravitz,1
5018,madonna,1
5018,marilyn manson,1
5018,metallica,1
5018,mgmt,1
5018,moby,1
5018,nelly furtado,1
5018,pink,1
5018,rihanna,1
5018,timbaland,1
5031,britney spears,1
5031,james morrison,1
5031,kelly clarkson,1
5031,lady gaga,1
5031,mando diao,1
5031,muse,1
5031,nickelback,1
5031,paramore,1
5031,peter fox,1
5031,rihanna,1
5031,the fray,1
5031,the pussycat dolls,1
5059,beatsteaks,1
5059,billy talent,1
5059,enter shikari,1
5059,foo fighters,1
5059,hatebreed,1
5059,limp bizkit,1
5059,linkin park,1
5059,queens of the stone age,1
5059,rammstein,1
5059,rise against,1
5059,snow patrol,1
5059,soilwork,1
5059,staind,1
5059,volbeat,1
5069,arctic monkeys,1
5069,babyshambles,1
5069,blur,1
5069,coldplay,1
5069,eric clapton,1
5069,mando diao,1
5069,nirvana,1
5069,queens of the stone age,1
5069,red hot chili peppers,1
5069,the beatles,1
5069,the doors,1
5069,the hives,1
5069,the killers,1
5069,the kooks,1
5069,the rolling stones,1
5069,yann tiersen,1
5075,arctic monkeys,1
5075,blind guardian,1
5075,cascada,1
5075,disturbed,1
5077,alexisonfire,1
5077,atreyu,1
5077,billy talent,1
5077,blink-182,1
5077,bloodhound gang,1
5077,bring me the horizon,1
5077,deftones,1
5077,funeral for a friend,1
5077,jack johnson,1
5077,metallica,1
5077,millencolin,1
5077,nofx,1
5077,red hot chili peppers,1
5077,silverstein,1
5077,sum 41,1
5077,system of a down,1
5077,the fray,1
5077,the hives,1
5077,the used,1
5077,the white stripes,1
5077,underoath,1
5089,air,1
5089,boards of canada,1
5089,daft punk,1
5089,damien rice,1
5089,death cab for cutie,1
5089,eels,1
5089,elliott smith,1
5089,feist,1
5089,jose gonzalez,1
5089,justin timberlake,1
5089,kings of convenience,1
5089,kings of leon,1
5089,massive attack,1
5089,regina spektor,1
5089,stars,1
5089,sufjan stevens,1
5089,thievery corporation,1
5100,alicia keys,1
5100,amy winehouse,1
5100,death cab for cutie,1
5100,jay-z,1
5100,kanye west,1
5100,kate nash,1
5100,nelly furtado,1
5100,oasis,1
5100,the killers,1
5100,the kooks,1
5100,timbaland,1
5155,ac/dc,1
5155,aerosmith,1
5155,depeche mode,1
5155,foo fighters,1
5155,guns n roses,1
5155,iron maiden,1
5155,jack johnson,1
5155,james morrison,1
5155,jimi hendrix,1
5155,led zeppelin,1
5155,madonna,1
5155,metallica,1
5155,morcheeba,1
5155,nirvana,1
5155,norah jones,1
5155,pink floyd,1
5155,red hot chili peppers,1
5155,robbie williams,1
5155,the beatles,1
5155,the cure,1
5155,the rolling stones,1
5155,u2,1
5200,amy winehouse,1
5200,anti-flag,1
5200,clueso,1
5200,enter shikari,1
5200,evanescence,1
5200,farin urlaub,1
5200,flyleaf,1
5200,katy perry,1
5200,mando diao,1
5200,millencolin,1
5200,muse,1
5200,my chemical romance,1
5200,paramore,1
5200,peter fox,1
5200,pink,1
5200,rise against,1
5200,slipknot,1
5200,stone sour,1
5200,volbeat,1
5216,michael jackson,1
5227,david bowie,1
5227,franz ferdinand,1
5227,keane,1
5227,nelly furtado,1
5227,the beatles,1
5246,afi,1
5246,anti-flag,1
5246,bad religion,1
5246,millencolin,1
5246,misfits,1
5246,nofx,1
5246,rise against,1
5257,adam green,1
5257,amy winehouse,1
5257,arctic monkeys,1
5257,babyshambles,1
5257,beirut,1
5257,bright eyes,1
5257,depeche mode,1
5257,editors,1
5257,eels,1
5257,franz ferdinand,1
5257,interpol,1
5257,marilyn manson,1
5257,muse,1
5257,nine inch nails,1
5257,placebo,1
5257,portishead,1
5257,slayer,1
5257,the hives,1
5257,the killers,1
5257,the libertines,1
5257,the notwist,1
5257,the rolling stones,1
5257,the streets,1
5257,the strokes,1
5262,billy talent,1
5262,blink-182,1
5262,breaking benjamin,1
5262,linkin park,1
5262,papa roach,1
5262,the offspring,1
5268,audioslave,1
5268,bjork,1
5268,coldplay,1
5268,death cab for cutie,1
5268,die toten hosen,1
5268,evanescence,1
5268,faithless,1
5268,foo fighters,1
5268,guano apes,1
5268,him,1
5268,hoobastank,1
5268,linkin park,1
5268,muse,1
5268,my chemical romance,1
5268,red hot chili peppers,1
5268,sum 41,1
5268,the killers,1
5268,the prodigy,1
5268,the white stripes,1
5279,ac/dc,1
5279,bad religion,1
5279,depeche mode,1
5279,dire straits,1
5279,genesis,1
5279,jamiroquai,1
5279,michael jackson,1
5279,peter fox,1
5279,queen,1
5279,red hot chili peppers,1
5279,seeed,1
5279,sum 41,1
5279,system of a down,1
5279,tenacious d,1
5302,alicia keys,1
5302,amy macdonald,1
5302,amy winehouse,1
5302,avril lavigne,1
5302,beyonce,1
5302,black eyed peas,1
5302,christina aguilera,1
5302,katy perry,1
5302,kelly clarkson,1
5302,lady gaga,1
5302,leona lewis,1
5302,lily allen,1
5302,madonna,1
5302,nelly furtado,1
5302,nightwish,1
5302,pink,1
5302,rihanna,1
5302,the pussycat dolls,1
5302,the ting tings,1
5306,avril lavigne,1
5306,beyonce,1
5306,cascada,1
5306,christina aguilera,1
5306,david guetta,1
5306,duffy,1
5306,gorillaz,1
5306,groove coverage,1
5306,justin timberlake,1
5306,kanye west,1
5306,kelly clarkson,1
5306,lady gaga,1
5306,leona lewis,1
5306,nelly furtado,1
5306,pink,1
5306,timbaland,1
5309,black eyed peas,1
5309,david guetta,1
5309,jay-z,1
5309,justin timberlake,1
5309,kanye west,1
5309,michael jackson,1
5309,timbaland,1
5312,babyshambles,1
5312,bob dylan,1
5312,clueso,1
5312,eric clapton,1
5312,jack johnson,1
5312,jay-z,1
5312,peter fox,1
5312,rage against the machine,1
5312,sum 41,1
5312,the kooks,1
5312,the rolling stones,1
5331,parkway drive,1
5495,air,1
5495,beatsteaks,1
5495,bloc party,1
5495,cat power,1
5495,christina aguilera,1
5495,coldplay,1
5495,damien rice,1
5495,foo fighters,1
5495,incubus,1
5495,kings of leon,1
5495,linkin park,1
5495,mando diao,1
5495,placebo,1
5495,r.e.m.,1
5495,radiohead,1
5495,red hot chili peppers,1
5495,rise against,1
5495,seether,1
5495,snow patrol,1
5495,sum 41,1
5495,the cure,1
5495,the fray,1
5495,the kooks,1
5495,three days grace,1
5495,u2,1
5508,beatsteaks,1
5508,billy talent,1
5508,blink-182,1
5508,bullet for my valentine,1
5508,fall out boy,1
5508,farin urlaub,1
5508,franz ferdinand,1
5508,good charlotte,1
5508,jack johnson,1
5508,jimmy eat world,1
5508,my chemical romance,1
5508,nirvana,1
5508,nofx,1
5508,panic at the disco,1
5508,queens of the stone age,1
5508,rage against the machine,1
5508,simple plan,1
5508,stone sour,1
5508,sum 41,1
5508,system of a down,1
5508,the beatles,1
5508,the offspring,1
5508,the white stripes,1
5508,the wombats,1
5544,britney spears,1
5544,christina aguilera,1
5544,depeche mode,1
5544,ensiferum,1
5544,evanescence,1
5544,him,1
5544,in extremo,1
5544,iron maiden,1
5544,lacuna coil,1
5544,madonna,1
5544,metallica,1
5544,oomph!,1
5544,queen,1
5544,rammstein,1
5544,subway to sally,1
5544,tori amos,1
5561,anti-flag,1
5561,atreyu,1
5561,bad religion,1
5561,caliban,1
5561,daft punk,1
5561,justice,1
5561,manu chao,1
5561,millencolin,1
5561,nofx,1
5561,placebo,1
5561,rammstein,1
5561,ramones,1
5561,rise against,1
5561,system of a down,1
5561,tegan and sara,1
5561,tenacious d,1
5561,the clash,1
5561,the doors,1
5561,the streets,1
5574,in extremo,1
5574,nightwish,1
5574,schandmaul,1
5590,amy winehouse,1
5590,arctic monkeys,1
5590,babyshambles,1
5590,beatsteaks,1
5590,billy talent,1
5590,bloc party,1
5590,chimaira,1
5590,coldplay,1
5590,fall out boy,1
5590,farin urlaub,1
5590,foo fighters,1
5590,hatebreed,1
5590,incubus,1
5590,limp bizkit,1
5590,linkin park,1
5590,manu chao,1
5590,muse,1
5590,seether,1
5590,silverstein,1
5590,slipknot,1
5590,staind,1
5590,stone sour,1
5590,system of a down,1
5590,the cure,1
5590,the killers,1
5590,the white stripes,1
5590,tool,1
5592,die toten hosen,1
5592,eric clapton,1
5592,johnny cash,1
5592,pearl jam,1
5592,queen,1
5592,r.e.m.,1
5592,the kooks,1
5592,the rolling stones,1
5592,the white stripes,1
5628,ac/dc,1
5628,apocalyptica,1
5628,bad religion,1
5628,blind guardian,1
5628,blink-182,1
5628,bullet for my valentine,1
5628,die toten hosen,1
5628,disturbed,1
5628,evanescence,1
5628,farin urlaub,1
5628,foo fighters,1
5628,guano apes,1
5628,guns n roses,1
5628,him,1
5628,iron maiden,1
5628,limp bizkit,1
5628,linkin park,1
5628,manowar,1
5628,metallica,1
5628,my chemical romance,1
5628,nightwish,1
5628,nirvana,1
5628,oasis,1
5628,queens of the stone age,1
5628,rage against the machine,1
5628,rammstein,1
5628,red hot chili peppers,1
5628,schandmaul,1
5628,sonata arctica,1
5628,sum 41,1
5637,apocalyptica,1
5637,audioslave,1
5637,beatsteaks,1
5637,billy talent,1
5637,blind guardian,1
5637,breaking benjamin,1
5637,death cab for cutie,1
5637,foo fighters,1
5637,good charlotte,1
5637,gorillaz,1
5637,hammerfall,1
5637,howard shore,1
5637,incubus,1
5637,interpol,1
5637,jack johnson,1
5637,linkin park,1
5637,lostprophets,1
5637,metallica,1
5637,my chemical romance,1
5637,nickelback,1
5637,nirvana,1
5637,papa roach,1
5637,queen,1
5637,rammstein,1
5637,red hot chili peppers,1
5637,seeed,1
5637,seether,1
5637,staind,1
5637,system of a down,1
5637,tenacious d,1
5637,the kooks,1
5637,the used,1
5637,three days grace,1
5637,u2,1
5640,ac/dc,1
5640,genesis,1
5640,jimi hendrix,1
5640,motorhead,1
5640,nirvana,1
5640,rage against the machine,1
5640,slipknot,1
5640,the doors,1
5640,the prodigy,1
5645,ac/dc,1
5645,cascada,1
5645,fall out boy,1
5645,green day,1
5645,groove coverage,1
5645,lady gaga,1
5645,nickelback,1
5645,rihanna,1
5645,scooter,1
5645,the beatles,1
5645,the killers,1
5645,the offspring,1
5652,deichkind,1
5652,johnny cash,1
5654,arcade fire,1
5654,belle and sebastian,1
5654,stars,1
5654,the national,1
5659,air,1
5659,bob dylan,1
5659,bright eyes,1
5659,dropkick murphys,1
5659,nada surf,1
5659,r.e.m.,1
5659,radiohead,1
5659,stars,1
5659,the national,1
5660,afi,1
5660,arctic monkeys,1
5660,babyshambles,1
5660,beatsteaks,1
5660,billy talent,1
5660,blink-182,1
5660,blur,1
5660,funeral for a friend,1
5660,jimmy eat world,1
5660,kanye west,1
5660,kate nash,1
5660,linkin park,1
5660,muse,1
5660,my chemical romance,1
5660,paramore,1
5660,the hives,1
5660,the killers,1
5660,the offspring,1
5660,the postal service,1
5660,the strokes,1
5672,abba,1
5672,bob marley,1
5672,bob marley & the wailers,1
5672,clueso,1
5672,elliott smith,1
5672,good charlotte,1
5672,green day,1
5672,howard shore,1
5672,incubus,1
5672,jack johnson,1
5672,jason mraz,1
5672,mando diao,1
5672,mika,1
5672,nada surf,1
5672,nirvana,1
5672,oasis,1
5672,papa roach,1
5672,porcupine tree,1
5672,queen,1
5672,razorlight,1
5672,the beatles,1
5672,the shins,1
5679,afi,1
5679,anti-flag,1
5679,apocalyptica,1
5679,bad religion,1
5679,die toten hosen,1
5679,dropkick murphys,1
5679,foo fighters,1
5679,green day,1
5679,in extremo,1
5679,mando diao,1
5679,manu chao,1
5679,misfits,1
5679,nine inch nails,1
5679,nofx,1
5679,subway to sally,1
5679,the hives,1
5695,air,1
5695,amy winehouse,1
5695,arctic monkeys,1
5695,cocorosie,1
5695,eels,1
5695,frank sinatra,1
5695,jack johnson,1
5695,kate nash,1
5695,kings of leon,1
5695,manu chao,1
5695,nelly furtado,1
5695,nirvana,1
5695,norah jones,1
5695,queens of the stone age,1
5695,red hot chili peppers,1
5695,system of a down,1
5695,the doors,1
5695,the strokes,1
5695,the white stripes,1
5699,arctic monkeys,1
5699,bob marley,1
5699,bob marley & the wailers,1
5699,children of bodom,1
5699,clueso,1
5699,dream theater,1
5699,farin urlaub,1
5699,foo fighters,1
5699,in flames,1
5699,jimi hendrix,1
5699,kings of leon,1
5699,limp bizkit,1
5699,my chemical romance,1
5699,nofx,1
5699,opeth,1
5699,rise against,1
5699,slipknot,1
5699,snow patrol,1
5699,the libertines,1
5712,the beatles,1
5712,the smashing pumpkins,1
5763,beck,1
5763,bloc party,1
5763,clueso,1
5763,crystal castles,1
5763,digitalism,1
5763,editors,1
5763,goldfrapp,1
5763,kings of leon,1
5763,mando diao,1
5763,moby,1
5763,radiohead,1
5763,rage against the machine,1
5763,sufjan stevens,1
5763,tenacious d,1
5763,the killers,1
5763,the notwist,1
5763,the prodigy,1
5763,the streets,1
5788,air,1
5788,coldplay,1
5788,faithless,1
5788,kanye west,1
5788,kate nash,1
5788,massive attack,1
5788,mika,1
5797,anti-flag,1
5797,deichkind,1
5797,die toten hosen,1
5797,dropkick murphys,1
5797,hatebreed,1
5797,misfits,1
5797,rise against,1
5797,tenacious d,1
5832,audioslave,1
5832,bob marley & the wailers,1
5832,clueso,1
5832,damien rice,1
5832,feist,1
5832,foo fighters,1
5832,jack johnson,1
5832,johnny cash,1
5832,jose gonzalez,1
5832,nine inch nails,1
5832,nirvana,1
5832,pearl jam,1
5832,rage against the machine,1
5832,sufjan stevens,1
5832,tenacious d,1
5862,beatsteaks,1
5862,billy talent,1
5862,blink-182,1
5862,bullet for my valentine,1
5862,evanescence,1
5862,flyleaf,1
5862,limp bizkit,1
5862,linkin park,1
5862,lostprophets,1
5862,paramore,1
5879,blink-182,1
5879,die toten hosen,1
5879,dropkick murphys,1
5879,eminem,1
5879,farin urlaub,1
5879,green day,1
5879,guns n roses,1
5879,jimmy eat world,1
5879,nickelback,1
5879,nightwish,1
5879,red hot chili peppers,1
5879,the clash,1
5879,the offspring,1
5879,the rolling stones,1
5903,coldplay,1
5903,die toten hosen,1
5903,evanescence,1
5903,in flames,1
5903,incubus,1
5903,james blunt,1
5903,james morrison,1
5903,justin timberlake,1
5903,kanye west,1
5903,lenny kravitz,1
5903,mogwai,1
5903,nine inch nails,1
5903,queen,1
5903,rammstein,1
5903,schandmaul,1
5903,slipknot,1
5903,staind,1
5903,timbaland,1
5916,adam green,1
5916,babyshambles,1
5916,coldplay,1
5916,crystal castles,1
5916,death cab for cutie,1
5916,franz ferdinand,1
5916,hot chip,1
5916,joy division,1
5916,kaiser chiefs,1
5916,kings of leon,1
5916,mando diao,1
5916,mgmt,1
5916,razorlight,1
5916,the beatles,1
5916,the kooks,1
5916,the libertines,1
5916,the ting tings,1
5952,bob marley,1
5952,breaking benjamin,1
5952,foo fighters,1
5952,judas priest,1
5952,limp bizkit,1
5952,linkin park,1
5952,nine inch nails,1
5952,rob zombie,1
5952,the prodigy,1
5952,tool,1
5952,u2,1
5953,air,1
5953,manu chao,1
5959,arcade fire,1
5959,beirut,1
5959,bjork,1
5959,bright eyes,1
5959,cat power,1
5959,death cab for cutie,1
5959,eels,1
5959,nine inch nails,1
5959,regina spektor,1
5959,sufjan stevens,1
5959,the notwist,1
5962,norah jones,1
5962,tom waits,1
5976,ac/dc,1
5976,as i lay dying,1
5976,bob dylan,1
5976,bob marley,1
5976,coldplay,1
5976,die toten hosen,1
5976,dropkick murphys,1
5976,green day,1
5976,in extremo,1
5976,in flames,1
5976,james blunt,1
5976,killswitch engage,1
5976,limp bizkit,1
5976,oasis,1
5976,peter fox,1
5976,r.e.m.,1
5976,schandmaul,1
5976,silverstein,1
5976,system of a down,1
5976,the beatles,1
5976,the cure,1
5976,the rolling stones,1
5976,the subways,1
5985,bob dylan,1
5985,the cure,1
5988,alicia keys,1
5988,beyonce,1
5988,coldplay,1
5988,damien rice,1
5988,duffy,1
5988,evanescence,1
5988,feist,1
5988,flyleaf,1
5988,incubus,1
5988,james morrison,1
5988,jason mraz,1
5988,maria mena,1
5988,my chemical romance,1
5988,paramore,1
5988,rihanna,1
5988,tegan and sara,1
5988,the pussycat dolls,1
5990,beatsteaks,1
5990,children of bodom,1
5990,deichkind,1
5990,dream theater,1
5990,eels,1
5990,fall out boy,1
5990,foo fighters,1
5990,incubus,1
5990,jack johnson,1
5990,jimmy eat world,1
5990,keane,1
5990,metallica,1
5990,muse,1
5990,nickelback,1
5990,norah jones,1
5990,paramore,1
5990,placebo,1
5990,red hot chili peppers,1
5990,snow patrol,1
5990,tenacious d,1
5990,the postal service,1
5995,billy talent,1
5995,breaking benjamin,1
5995,children of bodom,1
5995,evanescence,1
5995,hoobastank,1
5995,linkin park,1
5995,papa roach,1
5995,rise against,1
5995,slipknot,1
5995,sonata arctica,1
5995,stone sour,1
6010,britney spears,1
6010,david guetta,1
6010,deichkind,1
6010,fall out boy,1
6010,farin urlaub,1
6010,green day,1
6010,kanye west,1
6010,oasis,1
6010,razorlight,1
6010,rihanna,1
6010,snow patrol,1
6010,the beatles,1
6010,the killers,1
6010,timbaland,1
6016,air,1
6016,aphex twin,1
6016,beirut,1
6016,bloc party,1
6016,boards of canada,1
6016,cat power,1
6016,cocorosie,1
6016,deftones,1
6016,dredg,1
6016,elliott smith,1
6016,feist,1
6016,morcheeba,1
6016,portishead,1
6016,stars,1
6016,tenacious d,1
6016,the shins,1
6019,foo fighters,1
6019,frank sinatra,1
6019,hans zimmer,1
6034,air,1
6034,clueso,1
6034,deichkind,1
6034,depeche mode,1
6034,die toten hosen,1
6034,guns n roses,1
6034,jamiroquai,1
6034,kanye west,1
6034,metallica,1
6034,oasis,1
6034,rammstein,1
6039,alanis morissette,1
6039,alicia keys,1
6039,amy macdonald,1
6039,avril lavigne,1
6039,beyonce,1
6039,breaking benjamin,1
6039,clueso,1
6039,coldplay,1
6039,foo fighters,1
6039,james morrison,1
